client_id,number_contacts,month,day,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome
9704,2,jun,10,559,0,nonexistent,no
9705,2,jun,19,952,0,nonexistent,yes
9706,2,jun,2,71,0,nonexistent,no
9707,2,jun,22,152,0,nonexistent,no
9708,3,jun,24,486,0,nonexistent,yes
9709,3,jun,11,224,0,nonexistent,no
9710,4,jun,25,152,0,nonexistent,no
9711,17,jun,16,22,0,nonexistent,no
9712,2,jun,13,130,0,nonexistent,no
9713,3,jun,16,135,0,nonexistent,no
9714,4,jun,9,199,0,nonexistent,no
9715,2,jun,21,185,0,nonexistent,no
9716,2,jun,5,220,0,nonexistent,no
9717,4,jun,28,85,0,nonexistent,no
9718,2,jun,11,258,0,nonexistent,no
9719,2,jun,20,108,0,nonexistent,no
9720,3,jun,11,244,0,nonexistent,no
9721,4,jun,17,253,0,nonexistent,no
9722,5,jun,9,306,0,nonexistent,no
9723,3,jun,23,134,0,nonexistent,no
9724,2,jun,9,69,0,nonexistent,no
9725,3,jun,29,175,0,nonexistent,no
9726,2,jun,25,436,0,nonexistent,no
9727,6,jun,10,92,0,nonexistent,no
9728,3,jun,3,155,0,nonexistent,no
9729,3,jun,27,371,0,nonexistent,no
9730,2,jun,26,216,0,nonexistent,no
9731,2,jun,18,243,0,nonexistent,no
9732,3,jun,14,718,0,nonexistent,no
9733,8,jun,2,442,0,nonexistent,yes
9734,5,jun,4,184,0,nonexistent,no
9735,4,jun,24,189,0,nonexistent,no
9736,3,jun,15,164,0,nonexistent,no
9737,3,jun,23,166,0,nonexistent,no
9738,2,jun,24,699,0,nonexistent,no
9739,4,jun,16,178,0,nonexistent,no
9740,2,jun,4,553,0,nonexistent,no
9741,3,jun,19,1137,0,nonexistent,yes
9742,5,jun,20,100,0,nonexistent,no
9743,2,jun,6,445,0,nonexistent,no
9744,2,jun,12,332,0,nonexistent,no
9745,2,jun,13,61,0,nonexistent,no
9746,2,jun,13,90,0,nonexistent,no
9747,2,jun,3,174,0,nonexistent,no
9748,2,jun,5,204,0,nonexistent,no
9749,3,jun,4,271,0,nonexistent,no
9750,13,jun,1,87,0,nonexistent,no
9751,3,jun,25,330,0,nonexistent,no
9752,2,jun,17,259,0,nonexistent,no
9753,2,jun,2,237,0,nonexistent,no
9754,3,jun,7,116,0,nonexistent,no
9755,12,jun,28,388,0,nonexistent,no
9756,6,jun,8,59,0,nonexistent,no
9757,3,jun,15,329,0,nonexistent,no
9758,2,jun,22,753,0,nonexistent,no
9759,26,jun,11,99,0,nonexistent,no
9760,2,jun,20,42,0,nonexistent,no
9761,2,jun,29,182,0,nonexistent,no
9762,2,jun,11,250,0,nonexistent,no
9763,5,jun,28,511,0,nonexistent,no
9764,3,jun,9,26,0,nonexistent,no
9765,2,jun,17,478,0,nonexistent,no
9766,4,jun,22,579,0,nonexistent,no
9767,10,jun,29,96,0,nonexistent,no
9768,3,jun,5,95,0,nonexistent,no
9769,3,jun,19,126,0,nonexistent,no
9770,3,jun,23,52,0,nonexistent,no
9771,4,jun,16,138,0,nonexistent,no
9772,4,jun,26,94,0,nonexistent,no
9773,5,jun,10,299,0,nonexistent,no
9774,6,jun,20,69,0,nonexistent,no
9775,4,jun,28,44,0,nonexistent,no
9776,2,jun,3,135,0,nonexistent,no
9777,10,jun,23,154,0,nonexistent,no
9778,3,jun,13,80,0,nonexistent,no
9779,4,jun,30,115,0,nonexistent,no
9780,3,jun,29,107,0,nonexistent,no
9781,7,jun,24,308,0,nonexistent,no
9782,6,jun,17,129,0,nonexistent,no
9783,8,jun,3,33,0,nonexistent,no
9784,3,jun,25,296,0,nonexistent,no
9785,12,jun,3,126,0,nonexistent,no
9786,5,jun,2,198,0,nonexistent,no
9787,7,jun,25,73,0,nonexistent,no
9788,4,jun,4,180,0,nonexistent,no
9789,2,jun,26,69,0,nonexistent,no
9790,3,jun,18,76,0,nonexistent,no
9791,5,jun,19,40,0,nonexistent,no
9792,3,jun,5,878,0,nonexistent,yes
9793,4,jun,27,54,0,nonexistent,no
9794,3,jun,1,129,0,nonexistent,no
9795,3,jun,20,480,0,nonexistent,no
9796,4,jun,1,583,0,nonexistent,yes
9797,5,jun,9,101,0,nonexistent,no
9798,2,jun,15,339,0,nonexistent,no
9799,2,jun,11,27,0,nonexistent,no
9800,2,jun,29,490,0,nonexistent,no
9801,3,jun,22,81,0,nonexistent,no
9802,8,jun,4,399,0,nonexistent,no
9803,2,jun,5,42,0,nonexistent,no
9804,2,jun,12,29,0,nonexistent,no
9805,14,jun,7,75,0,nonexistent,no
9806,3,jun,12,47,0,nonexistent,no
9807,2,jun,9,62,0,nonexistent,no
9808,5,jun,20,484,0,nonexistent,no
9809,10,jun,23,305,0,nonexistent,no
9810,1,jun,23,95,0,nonexistent,no
9811,8,jun,27,893,0,nonexistent,yes
9812,2,jun,11,62,0,nonexistent,no
9813,3,jun,27,103,0,nonexistent,no
9814,1,jun,6,204,0,nonexistent,no
9815,1,jun,21,453,0,nonexistent,no
9816,1,jun,5,71,0,nonexistent,no
9817,4,jun,29,91,0,nonexistent,no
9818,1,jun,24,360,0,nonexistent,no
9819,1,jun,6,643,0,nonexistent,no
9820,1,jun,28,29,0,nonexistent,no
9821,9,jun,10,327,0,nonexistent,no
9822,4,jun,17,175,0,nonexistent,no
9823,1,jun,14,109,0,nonexistent,no
9824,9,jun,27,240,0,nonexistent,no
9825,1,jun,23,916,0,nonexistent,no
9826,1,jun,3,363,0,nonexistent,no
9827,4,jun,2,281,0,nonexistent,no
9828,1,jun,2,442,0,nonexistent,no
9829,2,jun,23,196,0,nonexistent,no
9830,1,jun,24,68,0,nonexistent,no
9831,1,jun,11,181,0,nonexistent,no
9832,5,jun,1,88,0,nonexistent,no
9833,2,jun,11,305,0,nonexistent,no
9834,3,jun,4,197,0,nonexistent,no
9835,1,jun,16,133,0,nonexistent,no
9836,1,jun,27,138,0,nonexistent,no
9837,1,jun,17,439,0,nonexistent,no
9838,2,jun,18,232,0,nonexistent,no
9839,5,jun,10,63,0,nonexistent,no
9840,1,jun,9,867,0,nonexistent,yes
9841,1,jun,10,587,0,nonexistent,yes
9842,1,jun,22,458,0,nonexistent,no
9843,1,jun,27,191,0,nonexistent,no
9844,1,jun,5,64,0,nonexistent,no
9845,1,jun,17,354,0,nonexistent,no
9846,1,jun,26,300,0,nonexistent,no
9847,4,jun,6,105,0,nonexistent,no
9848,1,jun,15,328,0,nonexistent,no
9849,1,jun,20,339,0,nonexistent,no
9850,1,jun,16,561,0,nonexistent,no
9851,1,jun,25,116,0,nonexistent,no
9852,1,jun,10,706,0,nonexistent,yes
9853,1,jun,28,261,0,nonexistent,no
9854,1,jun,23,314,0,nonexistent,no
9855,1,jun,30,219,0,nonexistent,no
9856,1,jun,13,139,0,nonexistent,no
9857,1,jun,9,98,0,nonexistent,no
9858,2,jun,16,694,0,nonexistent,no
9859,3,jun,13,68,0,nonexistent,no
9860,2,jun,13,165,0,nonexistent,no
9861,2,jun,20,275,0,nonexistent,no
9862,1,jun,21,153,0,nonexistent,no
9863,1,jun,22,83,0,nonexistent,no
9864,1,jun,9,76,0,nonexistent,no
9865,1,jun,13,79,0,nonexistent,no
9866,1,jun,18,145,0,nonexistent,no
9867,1,jun,11,199,0,nonexistent,no
9868,1,jun,20,158,0,nonexistent,no
9869,1,jun,11,316,0,nonexistent,no
9870,2,jun,21,117,0,nonexistent,no
9871,1,jun,17,288,0,nonexistent,no
9872,1,jun,12,78,0,nonexistent,no
9873,1,jun,18,26,0,nonexistent,no
9874,1,jun,28,100,0,nonexistent,no
9875,1,jun,30,49,0,nonexistent,no
9876,1,jun,4,241,0,nonexistent,no
9877,2,jun,7,95,0,nonexistent,no
9878,1,jun,17,362,0,nonexistent,no
9879,1,jun,6,125,0,nonexistent,no
9880,1,jun,28,91,0,nonexistent,no
9881,1,jun,21,187,0,nonexistent,no
9882,1,jun,30,420,0,nonexistent,no
9883,16,jun,28,115,0,nonexistent,no
9884,1,jun,27,64,0,nonexistent,no
9885,1,jun,3,40,0,nonexistent,no
9886,1,jun,25,113,0,nonexistent,no
9887,4,jun,30,68,0,nonexistent,no
9888,1,jun,27,55,0,nonexistent,no
9889,1,jun,9,62,0,nonexistent,no
9890,2,jun,16,886,0,nonexistent,no
9891,1,jun,17,100,0,nonexistent,no
9892,1,jun,11,61,0,nonexistent,no
9893,1,jun,21,1199,0,nonexistent,yes
9894,1,jun,6,140,0,nonexistent,no
9895,1,jun,2,436,0,nonexistent,no
9896,1,jun,6,72,0,nonexistent,no
9897,1,jun,6,119,0,nonexistent,no
9898,1,jun,19,123,0,nonexistent,no
9899,1,jun,5,553,0,nonexistent,no
9900,1,jun,2,320,0,nonexistent,no
9901,1,jun,17,935,0,nonexistent,yes
9902,1,jun,24,74,0,nonexistent,no
9903,1,jun,25,81,0,nonexistent,no
9904,1,jun,16,586,0,nonexistent,yes
9905,4,jun,24,950,0,nonexistent,no
9906,1,jun,4,159,0,nonexistent,no
9907,2,jun,21,838,0,nonexistent,yes
9908,1,jun,15,46,0,nonexistent,no
9909,1,jun,6,473,0,nonexistent,no
9910,1,jun,23,119,0,nonexistent,no
9911,2,jun,24,967,0,nonexistent,yes
9912,1,jun,16,33,0,nonexistent,no
9913,1,jun,27,148,0,nonexistent,no
9914,2,jun,6,651,0,nonexistent,yes
9915,2,jun,12,437,0,nonexistent,no
9916,2,jun,26,134,0,nonexistent,no
9917,7,jun,30,116,0,nonexistent,no
9918,1,jun,19,143,0,nonexistent,no
9919,1,jun,26,174,0,nonexistent,no
9920,1,jun,2,63,0,nonexistent,no
9921,1,jun,25,340,0,nonexistent,no
9922,1,jun,8,103,0,nonexistent,no
9923,1,jun,1,41,0,nonexistent,no
9924,1,jun,24,247,0,nonexistent,no
9925,1,jun,10,114,0,nonexistent,no
9926,10,jun,2,327,0,nonexistent,no
9927,1,jun,3,110,0,nonexistent,no
9928,1,jun,13,257,0,nonexistent,no
9929,1,jun,20,59,0,nonexistent,no
9930,1,jun,26,113,0,nonexistent,no
9931,1,jun,6,127,0,nonexistent,no
9932,9,jun,8,183,0,nonexistent,no
9933,2,jun,8,142,0,nonexistent,no
9934,4,jun,18,678,0,nonexistent,no
9935,2,jun,29,86,0,nonexistent,no
9936,7,jun,29,96,0,nonexistent,no
9937,17,jun,22,211,0,nonexistent,no
9938,5,jun,30,201,0,nonexistent,no
9939,2,jun,28,105,0,nonexistent,no
9940,5,jun,23,100,0,nonexistent,no
9941,3,jun,16,952,0,nonexistent,no
9942,2,jun,1,181,0,nonexistent,no
9943,6,jun,28,389,0,nonexistent,no
9944,4,jun,6,203,0,nonexistent,no
9945,2,jun,23,450,0,nonexistent,no
9946,3,jun,8,105,0,nonexistent,no
9947,6,jun,4,85,0,nonexistent,no
9948,2,jun,3,203,0,nonexistent,no
9949,13,jun,19,74,0,nonexistent,no
9950,9,jun,25,222,0,nonexistent,no
9951,22,jun,15,30,0,nonexistent,no
9952,2,jun,18,268,0,nonexistent,no
9953,2,jun,28,148,0,nonexistent,no
9954,2,jun,9,427,0,nonexistent,no
9955,9,jun,7,90,0,nonexistent,no
9956,8,jun,4,177,0,nonexistent,no
9957,3,jun,17,328,0,nonexistent,no
9958,2,jun,16,133,0,nonexistent,no
9959,2,jun,23,516,0,nonexistent,no
9960,2,jun,23,204,0,nonexistent,no
9961,2,jun,9,184,0,nonexistent,no
9962,6,jun,9,157,0,nonexistent,no
9963,6,jun,17,319,0,nonexistent,no
9964,6,jun,22,199,0,nonexistent,no
9965,4,jun,7,147,0,nonexistent,no
9966,2,jun,21,394,0,nonexistent,no
9967,3,jun,12,81,0,nonexistent,no
9968,9,jun,4,157,0,nonexistent,no
9969,11,jun,22,375,0,nonexistent,no
9970,3,jun,14,184,0,nonexistent,no
9971,3,jun,15,162,0,nonexistent,no
9972,7,jun,28,47,0,nonexistent,no
9973,2,jun,29,215,0,nonexistent,no
9974,13,jun,26,230,0,nonexistent,no
9975,3,jun,6,105,0,nonexistent,no
9976,2,jun,8,150,0,nonexistent,no
9977,6,jun,9,213,0,nonexistent,no
9978,2,jun,18,126,0,nonexistent,no
9979,3,jun,2,70,0,nonexistent,no
9980,2,jun,6,141,0,nonexistent,no
9981,10,jun,27,111,0,nonexistent,no
9982,3,jun,11,287,0,nonexistent,no
9983,2,jun,15,83,0,nonexistent,no
9984,4,jun,13,124,0,nonexistent,no
9985,3,jun,28,67,0,nonexistent,no
9986,2,jun,27,104,0,nonexistent,no
9987,4,jun,13,904,0,nonexistent,no
9988,10,jun,1,597,0,nonexistent,no
9989,2,jun,12,274,0,nonexistent,no
9990,4,jun,9,124,0,nonexistent,no
9991,17,jun,3,354,0,nonexistent,no
9992,10,jun,25,152,0,nonexistent,no
9993,4,jun,1,328,0,nonexistent,no
9994,8,jun,4,59,0,nonexistent,no
9995,3,jun,30,125,0,nonexistent,no
9996,2,jun,12,158,0,nonexistent,no
9997,4,jun,19,179,0,nonexistent,no
9998,3,jun,3,649,0,nonexistent,yes
9999,29,jun,5,26,0,nonexistent,no
10000,3,jun,29,203,0,nonexistent,no
10001,5,jun,24,138,0,nonexistent,no
10002,19,jun,1,107,0,nonexistent,no
10003,3,jun,25,409,0,nonexistent,no
10004,3,jun,28,48,0,nonexistent,no
10005,10,jun,10,83,0,nonexistent,no
10006,3,jun,28,199,0,nonexistent,no
10007,5,jun,8,122,0,nonexistent,no
10008,7,jun,28,218,0,nonexistent,no
10009,3,jun,1,93,0,nonexistent,no
10010,2,jun,18,222,0,nonexistent,no
10011,4,jun,3,378,0,nonexistent,no
10012,2,jun,22,93,0,nonexistent,no
10013,4,jun,26,514,0,nonexistent,no
10014,3,jun,27,89,0,nonexistent,no
10015,3,jun,19,58,0,nonexistent,no
10016,8,jun,18,850,0,nonexistent,no
10017,2,jun,3,307,0,nonexistent,no
10018,6,jun,17,89,0,nonexistent,no
10019,12,jun,17,71,0,nonexistent,no
10020,3,jun,1,52,0,nonexistent,no
10021,2,jun,22,136,0,nonexistent,no
10022,3,jun,12,542,0,nonexistent,no
10023,3,jun,5,265,0,nonexistent,no
10024,3,jun,21,84,0,nonexistent,no
10025,16,jun,15,410,0,nonexistent,no
10026,8,jun,7,93,0,nonexistent,no
10027,3,jun,6,134,0,nonexistent,no
10028,5,jun,23,403,0,nonexistent,no
10029,3,jun,29,36,0,nonexistent,no
10030,2,jun,19,109,0,nonexistent,no
10031,3,jun,5,90,0,nonexistent,no
10032,2,jun,23,305,0,nonexistent,no
10033,3,jun,6,135,0,nonexistent,no
10034,2,jun,14,614,0,nonexistent,yes
10035,2,jun,4,781,0,nonexistent,no
10036,2,jun,15,112,0,nonexistent,no
10037,22,jun,26,337,0,nonexistent,no
10038,2,jun,7,423,0,nonexistent,no
10039,1,jun,14,171,0,nonexistent,no
10040,4,jun,26,110,0,nonexistent,no
10041,1,jun,11,138,0,nonexistent,no
10042,1,jun,18,126,0,nonexistent,no
10043,1,jun,28,137,0,nonexistent,no
10044,1,jun,11,125,0,nonexistent,no
10045,1,jun,5,202,0,nonexistent,no
10046,1,jun,12,123,0,nonexistent,no
10047,2,jun,28,49,0,nonexistent,no
10048,1,jun,1,106,0,nonexistent,no
10049,1,jun,9,885,0,nonexistent,yes
10050,1,jun,18,112,0,nonexistent,no
10051,1,jun,5,236,0,nonexistent,no
10052,1,jun,16,187,0,nonexistent,no
10053,1,jun,1,108,0,nonexistent,no
10054,1,jun,9,583,0,nonexistent,no
10055,1,jun,24,192,0,nonexistent,no
10056,1,jun,14,149,0,nonexistent,no
10057,2,jun,12,151,0,nonexistent,no
10058,1,jun,10,165,0,nonexistent,no
10059,2,jun,24,92,0,nonexistent,no
10060,1,jun,14,91,0,nonexistent,no
10061,1,jun,3,2025,0,nonexistent,yes
10062,1,jun,25,123,0,nonexistent,no
10063,1,jun,7,107,0,nonexistent,no
10064,1,jun,5,406,0,nonexistent,no
10065,3,jun,18,12,0,nonexistent,no
10066,1,jun,27,128,0,nonexistent,no
10067,1,jun,2,146,0,nonexistent,no
10068,1,jun,28,66,0,nonexistent,no
10069,2,jun,9,278,0,nonexistent,no
10070,1,jun,18,753,0,nonexistent,no
10071,1,jun,25,120,0,nonexistent,no
10072,1,jun,8,167,0,nonexistent,no
10073,1,jun,25,48,0,nonexistent,no
10074,1,jun,29,385,0,nonexistent,no
10075,1,jun,7,97,0,nonexistent,no
10076,5,jun,18,651,0,nonexistent,yes
10077,1,jun,20,223,0,nonexistent,no
10078,5,jun,30,309,0,nonexistent,no
10079,1,jun,17,155,0,nonexistent,no
10080,1,jun,12,98,0,nonexistent,no
10081,1,jun,12,46,0,nonexistent,no
10082,1,jun,8,252,0,nonexistent,no
10083,1,jun,30,691,0,nonexistent,no
10084,1,jun,26,93,0,nonexistent,no
10085,1,jun,2,315,0,nonexistent,no
10086,3,jun,29,154,0,nonexistent,no
10087,1,jun,17,344,0,nonexistent,no
10088,2,jun,30,128,0,nonexistent,no
10089,1,jun,13,278,0,nonexistent,no
10090,1,jun,10,436,0,nonexistent,no
10091,1,jun,4,189,0,nonexistent,no
10092,1,jun,19,186,0,nonexistent,no
10093,1,jun,8,84,0,nonexistent,no
10094,1,jun,21,264,0,nonexistent,no
10095,1,jun,7,237,0,nonexistent,no
10096,1,jun,27,72,0,nonexistent,no
10097,1,jun,26,77,0,nonexistent,no
10098,1,jun,30,128,0,nonexistent,no
10099,1,jun,12,43,0,nonexistent,no
10100,6,jun,8,64,0,nonexistent,no
10101,1,jun,6,351,0,nonexistent,no
10102,2,jun,27,139,0,nonexistent,no
10103,1,jun,18,119,0,nonexistent,no
10104,1,jun,17,394,0,nonexistent,no
10105,1,jun,11,174,0,nonexistent,no
10106,6,jun,6,62,0,nonexistent,no
10107,1,jun,12,349,0,nonexistent,no
10108,1,jun,6,100,0,nonexistent,no
10109,1,jun,30,56,0,nonexistent,no
10110,1,jun,26,133,0,nonexistent,no
10111,1,jun,27,134,0,nonexistent,no
10112,1,jun,8,113,0,nonexistent,no
10113,2,jun,27,185,0,nonexistent,no
10114,12,jun,5,331,0,nonexistent,no
10115,1,jun,14,167,0,nonexistent,no
10116,1,jun,18,30,0,nonexistent,no
10117,6,jun,10,77,0,nonexistent,no
10118,2,jun,24,136,0,nonexistent,no
10119,1,jun,26,320,0,nonexistent,no
10120,1,jun,22,138,0,nonexistent,no
10121,1,jun,29,10,0,nonexistent,no
10122,1,jun,16,75,0,nonexistent,no
10123,1,jun,4,72,0,nonexistent,no
10124,6,jun,13,993,0,nonexistent,yes
10125,2,jun,15,160,0,nonexistent,no
10126,1,jun,10,138,0,nonexistent,no
10127,1,jun,11,122,0,nonexistent,no
10128,1,jun,16,919,0,nonexistent,no
10129,5,jun,16,52,0,nonexistent,no
10130,2,jun,27,80,0,nonexistent,no
10131,1,jun,30,558,0,nonexistent,no
10132,1,jun,5,124,0,nonexistent,no
10133,1,jun,7,73,0,nonexistent,no
10134,2,jun,19,992,0,nonexistent,yes
10135,1,jun,23,68,0,nonexistent,no
10136,1,jun,10,98,0,nonexistent,no
10137,1,jun,19,54,0,nonexistent,no
10138,1,jun,4,58,0,nonexistent,no
10139,1,jun,30,81,0,nonexistent,no
10140,3,jun,6,118,0,nonexistent,no
10141,1,jun,8,127,0,nonexistent,no
10142,1,jun,12,309,0,nonexistent,no
10143,1,jun,7,871,0,nonexistent,no
10144,2,jun,26,577,0,nonexistent,yes
10145,1,jun,13,582,0,nonexistent,no
10146,1,jun,23,46,0,nonexistent,no
10147,1,jun,12,270,0,nonexistent,no
10148,1,jun,29,317,0,nonexistent,no
10149,1,jun,29,281,0,nonexistent,no
10150,1,jun,11,410,0,nonexistent,no
10151,2,jun,5,186,0,nonexistent,no
10152,2,jun,15,322,0,nonexistent,no
10153,3,jun,17,37,0,nonexistent,no
10154,3,jun,5,283,0,nonexistent,no
10155,2,jun,7,88,0,nonexistent,no
10156,2,jun,27,312,0,nonexistent,no
10157,6,jun,11,1141,0,nonexistent,yes
10158,2,jun,21,1268,0,nonexistent,yes
10159,2,jun,25,602,0,nonexistent,no
10160,3,jun,11,1178,0,nonexistent,no
10161,2,jun,19,130,0,nonexistent,no
10162,17,jun,13,541,0,nonexistent,yes
10163,3,jun,30,226,0,nonexistent,no
10164,3,jun,18,640,0,nonexistent,no
10165,2,jun,4,340,0,nonexistent,no
10166,7,jun,20,230,0,nonexistent,no
10167,2,jun,26,159,0,nonexistent,no
10168,2,jun,9,138,0,nonexistent,no
10169,4,jun,13,773,0,nonexistent,no
10170,3,jun,30,298,0,nonexistent,no
10171,2,jun,10,1618,0,nonexistent,yes
10172,2,jun,6,361,0,nonexistent,no
10173,4,jun,2,100,0,nonexistent,no
10174,2,jun,22,124,0,nonexistent,no
10175,6,jun,18,153,0,nonexistent,no
10176,3,jun,9,67,0,nonexistent,no
10177,3,jun,4,462,0,nonexistent,no
10178,2,jun,29,320,0,nonexistent,no
10179,3,jun,16,69,0,nonexistent,no
10180,6,jun,9,71,0,nonexistent,no
10181,2,jun,14,190,0,nonexistent,no
10182,3,jun,15,204,0,nonexistent,no
10183,2,jun,8,85,0,nonexistent,no
10184,7,jun,30,1243,0,nonexistent,yes
10185,3,jun,29,130,0,nonexistent,no
10186,3,jun,17,339,0,nonexistent,no
10187,2,jun,21,316,0,nonexistent,no
10188,2,jun,27,166,0,nonexistent,no
10189,8,jun,18,168,0,nonexistent,no
10190,2,jun,9,247,0,nonexistent,no
10191,2,jun,16,243,0,nonexistent,no
10192,2,jun,23,227,0,nonexistent,no
10193,6,jun,5,153,0,nonexistent,no
10194,2,jun,8,122,0,nonexistent,no
10195,2,jun,18,232,0,nonexistent,no
10196,2,jun,7,238,0,nonexistent,no
10197,2,jun,4,211,0,nonexistent,no
10198,8,jun,22,111,0,nonexistent,no
10199,2,jun,20,161,0,nonexistent,no
10200,4,jun,7,188,0,nonexistent,no
10201,4,jun,2,67,0,nonexistent,no
10202,2,jun,1,361,0,nonexistent,no
10203,4,jun,29,454,0,nonexistent,no
10204,2,jun,24,700,0,nonexistent,no
10205,4,jun,3,83,0,nonexistent,no
10206,2,jun,6,247,0,nonexistent,no
10207,2,jun,19,252,0,nonexistent,no
10208,2,jun,1,62,0,nonexistent,no
10209,3,jun,26,559,0,nonexistent,no
10210,4,jun,18,190,0,nonexistent,no
10211,5,jun,2,10,0,nonexistent,no
10212,2,jun,26,189,0,nonexistent,no
10213,2,jun,30,109,0,nonexistent,no
10214,2,jun,4,148,0,nonexistent,no
10215,2,jun,24,107,0,nonexistent,no
10216,4,jun,15,82,0,nonexistent,no
10217,3,jun,16,405,0,nonexistent,no
10218,2,jun,20,103,0,nonexistent,no
10219,2,jun,17,143,0,nonexistent,no
10220,3,jun,3,61,0,nonexistent,no
10221,2,jun,17,424,0,nonexistent,no
10222,2,jun,18,140,0,nonexistent,no
10223,2,jun,6,157,0,nonexistent,no
10224,29,jun,1,157,0,nonexistent,no
10225,4,jun,13,110,0,nonexistent,no
10226,3,jun,18,69,0,nonexistent,no
10227,2,jun,18,513,0,nonexistent,yes
10228,3,jun,6,241,0,nonexistent,no
10229,2,jun,17,757,0,nonexistent,no
10230,3,jun,29,68,0,nonexistent,no
10231,2,jun,18,171,0,nonexistent,no
10232,3,jun,25,182,0,nonexistent,no
10233,15,jun,10,270,0,nonexistent,no
10234,6,jun,20,172,0,nonexistent,no
10235,5,jun,4,177,0,nonexistent,no
10236,2,jun,24,119,0,nonexistent,no
10237,3,jun,25,75,0,nonexistent,no
10238,4,jun,5,192,0,nonexistent,no
10239,11,jun,26,686,0,nonexistent,yes
10240,4,jun,17,104,0,nonexistent,no
10241,3,jun,11,325,0,nonexistent,no
10242,21,jun,8,33,0,nonexistent,no
10243,4,jun,22,144,0,nonexistent,no
10244,8,jun,30,57,0,nonexistent,no
10245,3,jun,19,184,0,nonexistent,no
10246,3,jun,21,109,0,nonexistent,no
10247,4,jun,16,741,0,nonexistent,yes
10248,2,jun,22,349,0,nonexistent,no
10249,3,jun,29,100,0,nonexistent,no
10250,3,jun,11,87,0,nonexistent,no
10251,8,jun,11,95,0,nonexistent,no
10252,5,jun,11,114,0,nonexistent,no
10253,2,jun,5,109,0,nonexistent,no
10254,9,jun,28,1323,0,nonexistent,yes
10255,6,jun,18,186,0,nonexistent,no
10256,3,jun,30,187,0,nonexistent,no
10257,3,jun,11,580,0,nonexistent,no
10258,5,jun,15,81,0,nonexistent,no
10259,2,jun,4,253,0,nonexistent,no
10260,3,jun,25,75,0,nonexistent,no
10261,2,jun,26,144,0,nonexistent,no
10262,3,jun,5,276,0,nonexistent,no
10263,2,jun,29,93,0,nonexistent,no
10264,10,jun,21,106,0,nonexistent,no
10265,2,jun,11,90,0,nonexistent,no
10266,5,jun,21,78,0,nonexistent,no
10267,2,jun,26,55,0,nonexistent,no
10268,4,jun,15,204,0,nonexistent,no
10269,2,jun,7,408,0,nonexistent,no
10270,2,jun,16,147,0,nonexistent,no
10271,2,jun,6,287,0,nonexistent,no
10272,3,jun,19,84,0,nonexistent,no
10273,3,jun,10,119,0,nonexistent,no
10274,2,jun,28,133,0,nonexistent,no
10275,2,jun,3,195,0,nonexistent,no
10276,2,jun,15,108,0,nonexistent,no
10277,6,jun,26,92,0,nonexistent,no
10278,4,jun,13,264,0,nonexistent,no
10279,2,jun,15,123,0,nonexistent,no
10280,4,jun,15,73,0,nonexistent,no
10281,3,jun,11,146,0,nonexistent,no
10282,1,jun,25,206,0,nonexistent,no
10283,17,jun,20,100,0,nonexistent,no
10284,1,jun,3,452,0,nonexistent,no
10285,1,jun,20,163,0,nonexistent,no
10286,2,jun,6,69,0,nonexistent,no
10287,6,jun,11,35,0,nonexistent,no
10288,3,jun,26,215,0,nonexistent,no
10289,8,jun,16,96,0,nonexistent,no
10290,1,jun,24,119,0,nonexistent,no
10291,3,jun,14,265,0,nonexistent,no
10292,2,jun,9,60,0,nonexistent,no
10293,2,jun,27,179,0,nonexistent,no
10294,6,jun,9,162,0,nonexistent,no
10295,1,jun,12,227,0,nonexistent,no
10296,1,jun,22,41,0,nonexistent,no
10297,1,jun,23,1093,0,nonexistent,yes
10298,1,jun,19,270,0,nonexistent,no
10299,2,jun,9,1395,0,nonexistent,yes
10300,4,jun,4,178,0,nonexistent,no
10301,2,jun,16,223,0,nonexistent,no
10302,3,jun,20,35,0,nonexistent,no
10303,2,jun,11,210,0,nonexistent,no
10304,2,jun,2,193,0,nonexistent,no
10305,1,jun,2,822,0,nonexistent,no
10306,4,jun,21,163,0,nonexistent,no
10307,2,jun,18,339,0,nonexistent,no
10308,1,jun,3,140,0,nonexistent,no
10309,1,jun,20,71,0,nonexistent,no
10310,2,jun,18,1238,0,nonexistent,no
10311,2,jun,17,32,0,nonexistent,no
10312,1,jun,24,116,0,nonexistent,no
10313,1,jun,20,64,0,nonexistent,no
10314,1,jun,20,77,0,nonexistent,no
10315,3,jun,11,73,0,nonexistent,no
10316,3,jun,15,42,0,nonexistent,no
10317,5,jun,11,24,0,nonexistent,no
10318,1,jun,4,25,0,nonexistent,no
10319,1,jun,12,147,0,nonexistent,no
10320,1,jun,14,145,0,nonexistent,no
10321,4,jun,25,80,0,nonexistent,no
10322,1,jun,18,35,0,nonexistent,no
10323,1,jun,15,141,0,nonexistent,no
10324,8,jun,22,263,0,nonexistent,no
10325,1,jun,22,123,0,nonexistent,no
10326,1,jun,7,208,0,nonexistent,no
10327,1,jun,19,100,0,nonexistent,no
10328,1,jun,20,91,0,nonexistent,no
10329,2,jun,26,1298,0,nonexistent,no
10330,1,jun,14,644,0,nonexistent,no
10331,1,jun,3,289,0,nonexistent,no
10332,1,jun,19,1089,0,nonexistent,yes
10333,2,jun,30,124,0,nonexistent,no
10334,2,jun,9,157,0,nonexistent,no
10335,4,jun,13,226,0,nonexistent,no
